Year,Month,Consultation_Type,Case,Sex,Age_range,Total
2023,4,3,30,0,7,
2023,4,3,31,0,7,
2023,4,3,32,0,7,
2024,4,1,1,0,7,
2024,4,1,3,0,7,2.0
2024,4,1,4,0,7,5.0
2024,4,1,5,0,7,3.0
2024,4,1,6,0,7,3.0
2024,4,1,7,0,7,2.0
2024,4,1,10,0,7,5.0
2024,4,1,8,0,7,9.0
2024,4,1,17,0,7,1.0
2024,4,1,33,0,7,3.0
2024,4,2,11,0,7,4.0
2024,4,2,34,0,7,3.0
2024,4,2,12,0,7,9.0
2024,4,2,35,0,7,7.0
2024,4,2,20,0,7,
2024,4,2,17,0,7,2.0
2024,4,2,16,0,7,
2024,4,2,36,0,7,4.0
2024,4,2,14,0,7,
2024,4,2,37,0,7,3.0
2024,4,3,23,0,7,
2024,4,3,38,0,7,
2024,4,3,22,0,7,
2024,4,3,21,0,7,
2024,4,3,39,0,7,
2024,4,3,40,0,7,1.0
2024,4,3,41,0,7,
2024,4,3,42,0,7,
2024,4,3,43,0,7,
2024,4,3,44,0,7,
2024,7,1,1,0,7,5.0
2024,7,1,3,0,7,
2024,7,1,6,0,7,4.0
2024,7,1,4,0,7,5.0
2024,7,1,7,0,7,6.0
2024,7,1,5,0,7,2.0
2024,7,1,10,0,7,3.0
2024,7,1,8,0,7,2.0
2024,7,1,33,0,7,3.0
2024,7,1,45,0,7,2.0
2024,7,2,46,0,7,
2024,7,2,12,0,7,9.0
2024,7,2,11,0,7,5.0
2024,7,2,14,0,7,3.0
2024,7,2,47,0,7,3.0
2024,7,2,20,0,7,
2024,7,2,48,0,7,2.0
2024,7,2,16,0,7,1.0
2024,7,2,49,0,7,
2024,7,2,15,0,7,1.0
2024,7,3,23,0,7,
2024,7,3,22,0,7,
2024,7,3,50,0,7,
2024,7,3,38,0,7,
2024,7,3,51,0,7,
2024,7,3,52,0,7,
2024,7,3,47,0,7,
2024,7,3,53,0,7,
2024,7,3,54,0,7,
2024,7,3,55,0,7,
2024,6,1,1,0,7,1.0
2024,6,1,3,0,7,1.0
2024,6,1,4,0,7,3.0
2024,6,1,7,0,7,3.0
2024,6,1,5,0,7,
2024,6,1,17,0,7,2.0
2024,6,1,8,0,7,7.0
2024,6,1,10,0,7,3.0
2024,6,1,6,0,7,4.0
2024,6,1,33,0,7,3.0
2024,6,2,11,0,7,2.0
2024,6,2,34,0,7,6.0
2024,6,2,12,0,7,5.0
2024,6,2,48,0,7,7.0
2024,6,2,17,0,7,2.0
2024,6,2,20,0,7,
2024,6,2,16,0,7,
2024,6,2,15,0,7,1.0
2024,6,2,36,0,7,
2024,6,2,14,0,7,
2024,6,3,38,0,7,
2024,6,3,23,0,7,
2024,6,3,56,0,7,
2024,6,3,57,0,7,
2024,6,3,58,0,7,
2024,6,3,59,0,7,
2024,6,3,60,0,7,
2024,6,3,61,0,7,
2024,6,3,62,0,7,
2024,6,3,63,0,7,
2024,3,1,1,0,7,1.0
2024,3,1,3,0,7,1.0
2024,3,1,6,0,7,2.0
2024,3,1,4,0,7,5.0
2024,3,1,5,0,7,2.0
2024,3,1,7,0,7,2.0
2024,3,1,10,0,7,5.0
2024,3,1,8,0,7,4.0
2024,3,1,33,0,7,2.0
2024,3,1,45,0,7,4.0
2024,3,2,34,0,7,1.0
2024,3,2,11,0,7,2.0
2024,3,2,12,0,7,2.0
2024,3,2,17,0,7,
2024,3,2,64,0,7,1.0
2024,3,2,65,0,7,1.0
2024,3,2,37,0,7,1.0
2024,3,2,15,0,7,
2024,3,2,66,0,7,
2024,3,2,67,0,7,
2024,3,3,23,0,7,
2024,3,3,22,0,7,
2024,3,3,68,0,7,
2024,3,3,38,0,7,
2024,3,3,69,0,7,
2024,3,3,70,0,7,
2024,3,3,71,0,7,
2024,3,3,72,0,7,
2024,3,3,73,0,7,
2024,3,3,74,0,7,
2024,8,1,1,0,7,4.0
2024,8,1,7,0,7,4.0
2024,8,1,3,0,7,4.0
2024,8,1,4,0,7,10.0
2024,8,1,8,0,7,6.0
2024,8,1,6,0,7,4.0
2024,8,1,10,0,7,5.0
2024,8,1,75,0,7,1.0
2024,8,1,5,0,7,
2024,8,1,45,0,7,3.0
2024,8,2,12,0,7,14.0
2024,8,2,46,0,7,
2024,8,2,11,0,7,2.0
2024,8,2,35,0,7,15.0
2024,8,2,76,0,7,1.0
2024,8,2,47,0,7,4.0
2024,8,2,14,0,7,
2024,8,2,16,0,7,3.0
2024,8,2,20,0,7,
2024,8,2,17,0,7,1.0
2024,8,3,77,0,7,
2024,8,3,23,0,7,
2024,8,3,22,0,7,
2024,8,3,51,0,7,
2024,8,3,78,0,7,
2024,8,3,79,0,7,
2024,8,3,50,0,7,
2024,8,3,80,0,7,
2024,8,3,81,0,7,
2024,11,1,1,0,7,6.0
2024,11,1,6,0,7,2.0
2024,11,1,3,0,7,3.0
2024,11,1,4,0,7,10.0
2024,11,1,7,0,7,8.0
2024,11,1,75,0,7,3.0
2024,11,1,17,0,7,1.0
2024,11,1,5,0,7,3.0
2024,11,1,10,0,7,5.0
2024,11,1,45,0,7,2.0
2024,11,2,46,0,7,
2024,11,2,76,0,7,4.0
2024,11,2,12,0,7,16.0
2024,11,2,82,0,7,5.0
2024,11,2,17,0,7,1.0
2024,11,2,16,0,7,1.0
2024,11,2,47,0,7,2.0
2024,11,2,35,0,7,7.0
2024,11,2,36,0,7,3.0
2024,11,2,65,0,7,1.0
2024,11,3,38,0,7,
2024,11,3,78,0,7,
2024,11,3,51,0,7,
2024,11,3,23,0,7,
2024,11,3,22,0,7,
2024,11,3,83,0,7,
2024,11,3,84,0,7,
2024,11,3,85,0,7,
2024,11,3,86,0,7,
2024,11,3,87,0,7,
2023,4,1,1,1,8,3.0
2023,4,1,2,1,8,9.0
2023,4,1,3,1,8,
2023,4,1,4,1,8,3.0
2023,4,1,5,1,8,1.0
2023,4,1,6,1,8,
2023,4,1,7,1,8,
2023,4,1,8,1,8,1.0
2023,4,1,9,1,8,
2023,4,1,10,1,8,1.0
2023,4,2,11,1,8,
2023,4,2,12,1,8,2.0
2023,4,2,13,1,8,
2023,4,2,14,1,8,
2023,4,2,15,1,8,
2023,4,2,16,1,8,
2023,4,2,17,1,8,1.0
2023,4,2,18,1,8,
2023,4,2,19,1,8,
2023,4,2,20,1,8,1.0
2023,4,3,21,1,8,
2023,4,3,22,1,8,
2023,4,3,23,1,8,
2023,4,3,24,1,8,
2023,4,3,25,1,8,
2023,4,3,26,1,8,
2023,4,3,27,1,8,
2023,4,3,28,1,8,
2023,4,3,29,1,8,
2023,4,3,30,1,8,
2023,4,3,31,1,8,
2023,4,3,32,1,8,
2024,4,1,1,1,8,
2024,4,1,3,1,8,1.0
2024,4,1,4,1,8,2.0
2024,4,1,5,1,8,
2024,4,1,6,1,8,
2024,4,1,7,1,8,
2024,4,1,10,1,8,
2024,4,1,8,1,8,2.0
2024,4,1,17,1,8,1.0
2024,4,1,33,1,8,4.0
2024,4,2,11,1,8,1.0
2024,4,2,34,1,8,
2024,4,2,12,1,8,3.0
2024,4,2,35,1,8,3.0
2024,4,2,20,1,8,
2024,4,2,17,1,8,1.0
2024,4,2,16,1,8,1.0
2024,4,2,36,1,8,
2024,4,2,14,1,8,
2024,4,2,37,1,8,1.0
2024,4,3,23,1,8,
2024,4,3,38,1,8,
2024,4,3,22,1,8,
2024,4,3,21,1,8,
2024,4,3,39,1,8,
2024,4,3,40,1,8,
2024,4,3,41,1,8,
2024,4,3,42,1,8,
2024,4,3,43,1,8,
2024,4,3,44,1,8,
2024,7,1,1,1,8,2.0
2024,7,1,3,1,8,
2024,7,1,6,1,8,
2024,7,1,4,1,8,1.0
2024,7,1,7,1,8,
2024,7,1,5,1,8,
2024,7,1,10,1,8,6.0
2024,7,1,8,1,8,3.0
2024,7,1,33,1,8,2.0
2024,7,1,45,1,8,
2024,7,2,46,1,8,
2024,7,2,12,1,8,1.0
2024,7,2,11,1,8,
2024,7,2,14,1,8,1.0
2024,7,2,47,1,8,3.0
2024,7,2,20,1,8,
2024,7,2,48,1,8,3.0
2024,7,2,16,1,8,
2024,7,2,49,1,8,
2024,7,2,15,1,8,
2024,7,3,23,1,8,
2024,7,3,22,1,8,
2024,7,3,50,1,8,
2024,7,3,38,1,8,
2024,7,3,51,1,8,
2024,7,3,52,1,8,
2024,7,3,47,1,8,
2024,7,3,53,1,8,
2024,7,3,54,1,8,
2024,7,3,55,1,8,
2024,6,1,1,1,8,1.0
2024,6,1,3,1,8,
2024,6,1,4,1,8,4.0
2024,6,1,7,1,8,1.0
2024,6,1,5,1,8,
2024,6,1,17,1,8,2.0
2024,6,1,8,1,8,4.0
2024,6,1,10,1,8,
2024,6,1,6,1,8,
2024,6,1,33,1,8,1.0
2024,6,2,11,1,8,
2024,6,2,34,1,8,
2024,6,2,12,1,8,2.0
2024,6,2,48,1,8,2.0
2024,6,2,17,1,8,2.0
2024,6,2,20,1,8,1.0
2024,6,2,16,1,8,1.0
2024,6,2,15,1,8,
2024,6,2,36,1,8,
2024,6,2,14,1,8,
2024,6,3,38,1,8,
2024,6,3,23,1,8,
2024,6,3,56,1,8,
2024,6,3,57,1,8,
2024,6,3,58,1,8,
2024,6,3,59,1,8,
2024,6,3,60,1,8,
2024,6,3,61,1,8,
2024,6,3,62,1,8,
2024,6,3,63,1,8,
2024,3,1,1,1,8,1.0
2024,3,1,3,1,8,
2024,3,1,6,1,8,2.0
2024,3,1,4,1,8,
2024,3,1,5,1,8,
2024,3,1,7,1,8,2.0
2024,3,1,10,1,8,2.0
2024,3,1,8,1,8,3.0
2024,3,1,33,1,8,1.0
2024,3,1,45,1,8,1.0
2024,3,2,34,1,8,2.0
2024,3,2,11,1,8,
2024,3,2,12,1,8,
2024,3,2,17,1,8,1.0
2024,3,2,64,1,8,3.0
2024,3,2,65,1,8,1.0
2024,3,2,37,1,8,2.0
2024,3,2,15,1,8,
2024,3,2,66,1,8,1.0
2024,3,2,67,1,8,
2024,3,3,23,1,8,
2024,3,3,22,1,8,
2024,3,3,68,1,8,
2024,3,3,38,1,8,
2024,3,3,69,1,8,
2024,3,3,70,1,8,
2024,3,3,71,1,8,
2024,3,3,72,1,8,
2024,3,3,73,1,8,
2024,3,3,74,1,8,
2024,8,1,1,1,8,1.0
2024,8,1,7,1,8,6.0
2024,8,1,3,1,8,
2024,8,1,4,1,8,6.0
2024,8,1,8,1,8,5.0
2024,8,1,6,1,8,1.0
2024,8,1,10,1,8,3.0
2024,8,1,75,1,8,2.0
2024,8,1,5,1,8,
2024,8,1,45,1,8,
2024,8,2,12,1,8,1.0
2024,8,2,46,1,8,
2024,8,2,11,1,8,
2024,8,2,35,1,8,7.0
2024,8,2,76,1,8,1.0
2024,8,2,47,1,8,2.0
2024,8,2,14,1,8,
2024,8,2,16,1,8,
2024,8,2,20,1,8,
2024,8,2,17,1,8,2.0
2024,8,3,77,1,8,
2024,8,3,23,1,8,
2024,8,3,22,1,8,
2024,8,3,51,1,8,
2024,8,3,78,1,8,
2024,8,3,79,1,8,
2024,8,3,50,1,8,
2024,8,3,80,1,8,
2024,8,3,81,1,8,
2024,11,1,1,1,8,2.0
2024,11,1,6,1,8,3.0
2024,11,1,3,1,8,1.0
2024,11,1,4,1,8,2.0
2024,11,1,7,1,8,2.0
2024,11,1,75,1,8,2.0
2024,11,1,17,1,8,4.0
2024,11,1,5,1,8,2.0
2024,11,1,10,1,8,2.0
2024,11,1,45,1,8,1.0
2024,11,2,46,1,8,
2024,11,2,76,1,8,1.0
2024,11,2,12,1,8,1.0
2024,11,2,82,1,8,1.0
2024,11,2,17,1,8,3.0
2024,11,2,16,1,8,1.0
2024,11,2,47,1,8,2.0
2024,11,2,35,1,8,1.0
2024,11,2,36,1,8,3.0
2024,11,2,65,1,8,
2024,11,3,38,1,8,
2024,11,3,78,1,8,
2024,11,3,51,1,8,2.0
2024,11,3,23,1,8,
2024,11,3,22,1,8,
2024,11,3,83,1,8,
2024,11,3,84,1,8,
2024,11,3,85,1,8,
2024,11,3,86,1,8,
2024,11,3,87,1,8,
2023,4,1,1,0,8,
2023,4,1,2,0,8,34.0
2023,4,1,3,0,8,1.0
2023,4,1,4,0,8,5.0
2023,4,1,5,0,8,2.0
2023,4,1,6,0,8,1.0
2023,4,1,7,0,8,2.0
2023,4,1,8,0,8,5.0
2023,4,1,9,0,8,2.0
2023,4,1,10,0,8,3.0
2023,4,2,11,0,8,2.0
2023,4,2,12,0,8,6.0
2023,4,2,13,0,8,
2023,4,2,14,0,8,1.0
2023,4,2,15,0,8,3.0
2023,4,2,16,0,8,1.0
2023,4,2,17,0,8,1.0
2023,4,2,18,0,8,
2023,4,2,19,0,8,
2023,4,2,20,0,8,
2023,4,3,21,0,8,
2023,4,3,22,0,8,
2023,4,3,23,0,8,
2023,4,3,24,0,8,
2023,4,3,25,0,8,
2023,4,3,26,0,8,
2023,4,3,27,0,8,
2023,4,3,28,0,8,
2023,4,3,29,0,8,
2023,4,3,30,0,8,
2023,4,3,31,0,8,
2023,4,3,32,0,8,
2024,4,1,1,0,8,4.0
2024,4,1,3,0,8,
2024,4,1,4,0,8,4.0
2024,4,1,5,0,8,1.0
2024,4,1,6,0,8,1.0
2024,4,1,7,0,8,1.0
2024,4,1,10,0,8,2.0
2024,4,1,8,0,8,4.0
2024,4,1,17,0,8,
2024,4,1,33,0,8,2.0
2024,4,2,11,0,8,1.0
2024,4,2,34,0,8,2.0
2024,4,2,12,0,8,4.0
2024,4,2,35,0,8,5.0
2024,4,2,20,0,8,1.0
2024,4,2,17,0,8,
2024,4,2,16,0,8,
2024,4,2,36,0,8,3.0
2024,4,2,14,0,8,
2024,4,2,37,0,8,1.0
2024,4,3,23,0,8,
2024,4,3,38,0,8,
2024,4,3,22,0,8,
2024,4,3,21,0,8,
2024,4,3,39,0,8,
2024,4,3,40,0,8,
2024,4,3,41,0,8,
2024,4,3,42,0,8,
2024,4,3,43,0,8,
2024,4,3,44,0,8,
2024,7,1,1,0,8,2.0
2024,7,1,3,0,8,3.0
2024,7,1,6,0,8,1.0
2024,7,1,4,0,8,5.0
2024,7,1,7,0,8,3.0
2024,7,1,5,0,8,
2024,7,1,10,0,8,3.0
2024,7,1,8,0,8,10.0
2024,7,1,33,0,8,3.0
2024,7,1,45,0,8,1.0
2024,7,2,46,0,8,
2024,7,2,12,0,8,12.0
2024,7,2,11,0,8,3.0
2024,7,2,14,0,8,1.0
2024,7,2,47,0,8,1.0
2024,7,2,20,0,8,
2024,7,2,48,0,8,6.0
2024,7,2,16,0,8,3.0
2024,7,2,49,0,8,
2024,7,2,15,0,8,1.0
2024,7,3,23,0,8,
2024,7,3,22,0,8,
2024,7,3,50,0,8,
2024,7,3,38,0,8,
2024,7,3,51,0,8,
2024,7,3,52,0,8,
2024,7,3,47,0,8,
2024,7,3,53,0,8,
2024,7,3,54,0,8,
2024,7,3,55,0,8,
2024,6,1,1,0,8,1.0
2024,6,1,3,0,8,2.0
2024,6,1,4,0,8,4.0
2024,6,1,7,0,8,4.0
2024,6,1,5,0,8,2.0
2024,6,1,17,0,8,1.0
2024,6,1,8,0,8,6.0
2024,6,1,10,0,8,
2024,6,1,6,0,8,1.0
2024,6,1,33,0,8,3.0
2024,6,2,11,0,8,3.0
2024,6,2,34,0,8,3.0
2024,6,2,12,0,8,4.0
2024,6,2,48,0,8,4.0
2024,6,2,17,0,8,1.0
2024,6,2,20,0,8,1.0
2024,6,2,16,0,8,
2024,6,2,15,0,8,
2024,6,2,36,0,8,1.0
2024,6,2,14,0,8,
2024,6,3,38,0,8,
2024,6,3,23,0,8,
2024,6,3,56,0,8,
2024,6,3,57,0,8,
2024,6,3,58,0,8,
2024,6,3,59,0,8,
2024,6,3,60,0,8,
2024,6,3,61,0,8,
2024,6,3,62,0,8,
2024,6,3,63,0,8,
2024,3,1,1,0,8,1.0
2024,3,1,3,0,8,2.0
2024,3,1,6,0,8,2.0
2024,3,1,4,0,8,3.0
2024,3,1,5,0,8,1.0
2024,3,1,7,0,8,1.0
2024,3,1,10,0,8,4.0
2024,3,1,8,0,8,4.0
2024,3,1,33,0,8,
2024,3,1,45,0,8,1.0
2024,3,2,34,0,8,
2024,3,2,11,0,8,4.0
2024,3,2,12,0,8,5.0
2024,3,2,17,0,8,2.0
2024,3,2,64,0,8,1.0
2024,3,2,65,0,8,1.0
2024,3,2,37,0,8,
2024,3,2,15,0,8,1.0
2024,3,2,66,0,8,
2024,3,2,67,0,8,
2024,3,3,23,0,8,
2024,3,3,22,0,8,
2024,3,3,68,0,8,
2024,3,3,38,0,8,
2024,3,3,69,0,8,
2024,3,3,70,0,8,
2024,3,3,71,0,8,
2024,3,3,72,0,8,
2024,3,3,73,0,8,
2024,3,3,74,0,8,
2024,8,1,1,0,8,
2024,8,1,7,0,8,4.0
2024,8,1,3,0,8,2.0
2024,8,1,4,0,8,5.0
2024,8,1,8,0,8,10.0
2024,8,1,6,0,8,1.0
2024,8,1,10,0,8,2.0
2024,8,1,75,0,8,1.0
2024,8,1,5,0,8,2.0
2024,8,1,45,0,8,2.0
2024,8,2,12,0,8,6.0
2024,8,2,46,0,8,
2024,8,2,11,0,8,3.0
2024,8,2,35,0,8,7.0
2024,8,2,76,0,8,
2024,8,2,47,0,8,1.0
2024,8,2,14,0,8,
2024,8,2,16,0,8,
2024,8,2,20,0,8,
2024,8,2,17,0,8,
2024,8,3,77,0,8,
2024,8,3,23,0,8,
2024,8,3,22,0,8,
2024,8,3,51,0,8,
2024,8,3,78,0,8,
2024,8,3,79,0,8,
2024,8,3,50,0,8,
2024,8,3,80,0,8,
2024,8,3,81,0,8,
2024,11,1,1,0,8,3.0
2024,11,1,6,0,8,1.0
2024,11,1,3,0,8,
2024,11,1,4,0,8,3.0
2024,11,1,7,0,8,1.0
2024,11,1,75,0,8,4.0
2024,11,1,17,0,8,2.0
2024,11,1,5,0,8,
2024,11,1,10,0,8,2.0
2024,11,1,45,0,8,1.0
2024,11,2,46,0,8,
2024,11,2,76,0,8,1.0
2024,11,2,12,0,8,7.0
2024,11,2,82,0,8,1.0
2024,11,2,17,0,8,3.0
2024,11,2,16,0,8,
2024,11,2,47,0,8,2.0
2024,11,2,35,0,8,4.0
2024,11,2,36,0,8,1.0
2024,11,2,65,0,8,2.0
2024,11,3,38,0,8,
2024,11,3,78,0,8,
2024,11,3,51,0,8,
2024,11,3,23,0,8,
2024,11,3,22,0,8,
2024,11,3,83,0,8,
2024,11,3,84,0,8,
2024,11,3,85,0,8,
2024,11,3,86,0,8,1.0
2024,11,3,87,0,8,
2023,4,1,1,1,9,1.0
2023,4,1,2,1,9,3.0
2023,4,1,3,1,9,1.0
2023,4,1,4,1,9,2.0
2023,4,1,5,1,9,
2023,4,1,6,1,9,2.0
2023,4,1,7,1,9,4.0
2023,4,1,8,1,9,
2023,4,1,9,1,9,
2023,4,1,10,1,9,2.0
2023,4,2,11,1,9,
2023,4,2,12,1,9,1.0
2023,4,2,13,1,9,
2023,4,2,14,1,9,
2023,4,2,15,1,9,2.0
2023,4,2,16,1,9,
2023,4,2,17,1,9,2.0
2023,4,2,18,1,9,
2023,4,2,19,1,9,
2023,4,2,20,1,9,
2023,4,3,21,1,9,
2023,4,3,22,1,9,
2023,4,3,23,1,9,1.0
2023,4,3,24,1,9,
2023,4,3,25,1,9,
2023,4,3,26,1,9,
2023,4,3,27,1,9,
2023,4,3,28,1,9,
2023,4,3,29,1,9,
2023,4,3,30,1,9,
2023,4,3,31,1,9,
2023,4,3,32,1,9,
2024,4,1,1,1,9,1.0
2024,4,1,3,1,9,1.0
2024,4,1,4,1,9,1.0
2024,4,1,5,1,9,1.0
2024,4,1,6,1,9,
2024,4,1,7,1,9,2.0
2024,4,1,10,1,9,3.0
2024,4,1,8,1,9,1.0
2024,4,1,17,1,9,2.0
2024,4,1,33,1,9,4.0
2024,4,2,11,1,9,2.0
2024,4,2,34,1,9,
2024,4,2,12,1,9,
2024,4,2,35,1,9,1.0
2024,4,2,20,1,9,
2024,4,2,17,1,9,3.0
2024,4,2,16,1,9,1.0
2024,4,2,36,1,9,3.0
2024,4,2,14,1,9,
2024,4,2,37,1,9,
2024,4,3,23,1,9,
2024,4,3,38,1,9,
2024,4,3,22,1,9,
2024,4,3,21,1,9,1.0
2024,4,3,39,1,9,
2024,4,3,40,1,9,
2024,4,3,41,1,9,
2024,4,3,42,1,9,
2024,4,3,43,1,9,
2024,4,3,44,1,9,
2024,7,1,1,1,9,3.0
2024,7,1,3,1,9,
2024,7,1,6,1,9,
2024,7,1,4,1,9,
2024,7,1,7,1,9,4.0
2024,7,1,5,1,9,
2024,7,1,10,1,9,3.0
2024,7,1,8,1,9,
2024,7,1,33,1,9,2.0
2024,7,1,45,1,9,3.0
2024,7,2,46,1,9,
2024,7,2,12,1,9,1.0
2024,7,2,11,1,9,1.0
2024,7,2,14,1,9,
2024,7,2,47,1,9,6.0
2024,7,2,20,1,9,1.0
2024,7,2,48,1,9,
2024,7,2,16,1,9,
2024,7,2,49,1,9,1.0
2024,7,2,15,1,9,
2024,7,3,23,1,9,
2024,7,3,22,1,9,
2024,7,3,50,1,9,
2024,7,3,38,1,9,
2024,7,3,51,1,9,
2024,7,3,52,1,9,
2024,7,3,47,1,9,
2024,7,3,53,1,9,
2024,7,3,54,1,9,
2024,7,3,55,1,9,1.0
2024,6,1,1,1,9,2.0
2024,6,1,3,1,9,
2024,6,1,4,1,9,3.0
2024,6,1,7,1,9,2.0
2024,6,1,5,1,9,1.0
2024,6,1,17,1,9,1.0
2024,6,1,8,1,9,1.0
2024,6,1,10,1,9,2.0
2024,6,1,6,1,9,
2024,6,1,33,1,9,3.0
2024,6,2,11,1,9,
2024,6,2,34,1,9,1.0
2024,6,2,12,1,9,3.0
2024,6,2,48,1,9,5.0
2024,6,2,17,1,9,1.0
2024,6,2,20,1,9,
2024,6,2,16,1,9,1.0
2024,6,2,15,1,9,1.0
2024,6,2,36,1,9,2.0
2024,6,2,14,1,9,
2024,6,3,38,1,9,
2024,6,3,23,1,9,
2024,6,3,56,1,9,
2024,6,3,57,1,9,
2024,6,3,58,1,9,
2024,6,3,59,1,9,
2024,6,3,60,1,9,
2024,6,3,61,1,9,
2024,6,3,62,1,9,
2024,6,3,63,1,9,
2024,3,1,1,1,9,1.0
2024,3,1,3,1,9,
2024,3,1,6,1,9,2.0
2024,3,1,4,1,9,3.0
2024,3,1,5,1,9,2.0
2024,3,1,7,1,9,3.0
2024,3,1,10,1,9,5.0
2024,3,1,8,1,9,3.0
2024,3,1,33,1,9,2.0
2024,3,1,45,1,9,
2024,3,2,34,1,9,2.0
2024,3,2,11,1,9,1.0
2024,3,2,12,1,9,
2024,3,2,17,1,9,1.0
2024,3,2,64,1,9,1.0
2024,3,2,65,1,9,1.0
2024,3,2,37,1,9,
2024,3,2,15,1,9,
2024,3,2,66,1,9,
2024,3,2,67,1,9,
2024,3,3,23,1,9,
2024,3,3,22,1,9,
2024,3,3,68,1,9,
2024,3,3,38,1,9,
2024,3,3,69,1,9,
2024,3,3,70,1,9,
2024,3,3,71,1,9,
2024,3,3,72,1,9,
2024,3,3,73,1,9,
2024,3,3,74,1,9,
2024,8,1,1,1,9,1.0
2024,8,1,7,1,9,5.0
2024,8,1,3,1,9,1.0
2024,8,1,4,1,9,3.0
2024,8,1,8,1,9,2.0
2024,8,1,6,1,9,
2024,8,1,10,1,9,2.0
2024,8,1,75,1,9,1.0
2024,8,1,5,1,9,
2024,8,1,45,1,9,3.0
2024,8,2,12,1,9,
2024,8,2,46,1,9,
2024,8,2,11,1,9,
2024,8,2,35,1,9,2.0
2024,8,2,76,1,9,
2024,8,2,47,1,9,2.0
2024,8,2,14,1,9,
2024,8,2,16,1,9,
2024,8,2,20,1,9,
2024,8,2,17,1,9,
2024,8,3,77,1,9,
2024,8,3,23,1,9,
2024,8,3,22,1,9,
2024,8,3,51,1,9,
2024,8,3,78,1,9,
2024,8,3,79,1,9,
2024,8,3,50,1,9,
2024,8,3,80,1,9,
2024,8,3,81,1,9,
2024,11,1,1,1,9,1.0
2024,11,1,6,1,9,1.0
2024,11,1,3,1,9,1.0
2024,11,1,4,1,9,2.0
2024,11,1,7,1,9,3.0
2024,11,1,75,1,9,
2024,11,1,17,1,9,2.0
2024,11,1,5,1,9,
2024,11,1,10,1,9,5.0
2024,11,1,45,1,9,
2024,11,2,46,1,9,1.0
2024,11,2,76,1,9,1.0
2024,11,2,12,1,9,1.0
2024,11,2,82,1,9,
2024,11,2,17,1,9,2.0
2024,11,2,16,1,9,
2024,11,2,47,1,9,3.0
2024,11,2,35,1,9,2.0
2024,11,2,36,1,9,1.0
2024,11,2,65,1,9,
2024,11,3,38,1,9,1.0
2024,11,3,78,1,9,
2024,11,3,51,1,9,
2024,11,3,23,1,9,
2024,11,3,22,1,9,
2024,11,3,83,1,9,
2024,11,3,84,1,9,
2024,11,3,85,1,9,
2024,11,3,86,1,9,
2024,11,3,87,1,9,
2023,4,1,1,0,9,
2023,4,1,2,0,9,32.0
2023,4,1,3,0,9,
2023,4,1,4,0,9,1.0
2023,4,1,5,0,9,
2023,4,1,6,0,9,
2023,4,1,7,0,9,2.0
2023,4,1,8,0,9,5.0
2023,4,1,9,0,9,
2023,4,1,10,0,9,2.0
2023,4,2,11,0,9,1.0
2023,4,2,12,0,9,2.0
2023,4,2,13,0,9,
2023,4,2,14,0,9,1.0
2023,4,2,15,0,9,2.0
2023,4,2,16,0,9,
2023,4,2,17,0,9,
2023,4,2,18,0,9,
2023,4,2,19,0,9,
2023,4,2,20,0,9,
2023,4,3,21,0,9,
2023,4,3,22,0,9,
2023,4,3,23,0,9,
2023,4,3,24,0,9,
2023,4,3,25,0,9,
2023,4,3,26,0,9,
2023,4,3,27,0,9,
2023,4,3,28,0,9,
2023,4,3,29,0,9,
2023,4,3,30,0,9,
2023,4,3,31,0,9,
2023,4,3,32,0,9,
2024,4,1,1,0,9,3.0
2024,4,1,3,0,9,
2024,4,1,4,0,9,2.0
2024,4,1,5,0,9,
2024,4,1,6,0,9,2.0
2024,4,1,7,0,9,3.0
2024,4,1,10,0,9,3.0
2024,4,1,8,0,9,3.0
2024,4,1,17,0,9,1.0
2024,4,1,33,0,9,1.0
2024,4,2,11,0,9,1.0
2024,4,2,34,0,9,1.0
2024,4,2,12,0,9,6.0
2024,4,2,35,0,9,1.0
2024,4,2,20,0,9,
2024,4,2,17,0,9,1.0
2024,4,2,16,0,9,
2024,4,2,36,0,9,7.0
2024,4,2,14,0,9,
2024,4,2,37,0,9,1.0
2024,4,3,23,0,9,
2024,4,3,38,0,9,
2024,4,3,22,0,9,
2024,4,3,21,0,9,
2024,4,3,39,0,9,
2024,4,3,40,0,9,
2024,4,3,41,0,9,
2024,4,3,42,0,9,
2024,4,3,43,0,9,
2024,4,3,44,0,9,
2024,7,1,1,0,9,1.0
2024,7,1,3,0,9,2.0
2024,7,1,6,0,9,4.0
2024,7,1,4,0,9,3.0
2024,7,1,7,0,9,4.0
2024,7,1,5,0,9,
2024,7,1,10,0,9,3.0
2024,7,1,8,0,9,9.0
2024,7,1,33,0,9,2.0
2024,7,1,45,0,9,3.0
2024,7,2,46,0,9,
2024,7,2,12,0,9,18.0
2024,7,2,11,0,9,1.0
2024,7,2,14,0,9,1.0
2024,7,2,47,0,9,5.0
2024,7,2,20,0,9,
2024,7,2,48,0,9,3.0
2024,7,2,16,0,9,
2024,7,2,49,0,9,
2024,7,2,15,0,9,
2024,7,3,23,0,9,
2024,7,3,22,0,9,
2024,7,3,50,0,9,
2024,7,3,38,0,9,
2024,7,3,51,0,9,1.0
2024,7,3,52,0,9,
2024,7,3,47,0,9,
2024,7,3,53,0,9,
2024,7,3,54,0,9,
2024,7,3,55,0,9,
2024,6,1,1,0,9,
